['cmake', 'libopenblas_sandybridgep-r0.2.13.a', 'libopenblas.a', 'libopenblas_sandybridgep-r0.2.13.so', 'libopenblas.so', 'libopenblas.so.0']
['cmake', 'libopenblas_sandybridgep-r0.2.13.a', 'libopenblas.a', 'libopenblas_sandybridgep-r0.2.13.so', 'libopenblas.so', 'libopenblas.so.0']
batchsize : 100000  nsubrounds : 1  lastbatchsize : 100000   maxpermultiply : 7500  initialising_batch_size : 100000


*****************************
kmeans with algorithm : Mini Batch Kmeans	 estimated memory required : 3201120 bytes 	 init validation mse : 0.476774
round 	subround 	roundchanges 	nXcalcs 	ncalcs 	time 	valmse 
0	0		100000		2000000		2000000	10	0.476774
1	0		17099		4000000		4000020	17	-
2	0		9203		6000000		6000040	24	-
3	0		6576		8000000		8000060	30	-
4	0		5233		10000000		10000080	35	-
5	0		4442		12000000		12000100	39	0.631119
6	0		3966		14000000		14000120	43	-
7	0		3498		16000000		16000140	47	-
8	0		3065		18000000		18000160	51	-
9	0		2622		20000000		20000180	55	-
10	0		2096		22000000		22000200	58	0.520738
11	0		1783		24000000		24000220	62	-
12	0		1582		26000000		26000240	66	-
13	0		1329		28000000		28000260	70	-
14	0		1220		30000000		30000280	74	-
15	0		1122		32000000		32000300	77	0.431935
16	0		1038		34000000		34000320	81	-
17	0		945		36000000		36000340	85	-
18	0		895		38000000		38000360	89	-
19	0		891		40000000		40000380	92	-
20	0		823		42000000		42000400	96	0.396151
21	0		824		44000000		44000420	100	-
22	0		848		46000000		46000440	104	-
23	0		827		48000000		48000460	108	-
24	0		857		50000000		50000480	111	-
25	0		850		52000000		52000500	115	0.406578
26	0		772		54000000		54000520	119	-
27	0		768		56000000		56000540	123	-
28	0		674		58000000		58000560	126	-
29	0		613		60000000		60000580	130	-
30	0		628		62000000		62000600	134	0.443441
31	0		546		64000000		64000620	138	-
32	0		506		66000000		66000640	141	-
33	0		530		68000000		68000660	145	-
34	0		493		70000000		70000680	149	-
35	0		456		72000000		72000700	153	0.490287
36	0		414		74000000		74000720	160	-
37	0		411		76000000		76000740	164	-
38	0		401		78000000		78000760	168	-
39	0		421		80000000		80000780	172	-
40	0		388		82000000		82000800	177	0.534102
41	0		357		84000000		84000820	180	-
42	0		301		86000000		86000840	184	-
43	0		290		88000000		88000860	188	-
44	0		278		90000000		90000880	192	-
45	0		262		92000000		92000900	196	0.566065
46	0		245		94000000		94000920	200	-
47	0		256		96000000		96000940	203	-
48	0		250		98000000		98000960	207	-
49	0		261		100000000		100000980	211	-
50	0		262		102000000		102001000	215	0.595459
51	0		241		104000000		104001020	219	-
52	0		244		106000000		106001040	222	-
53	0		241		108000000		108001060	226	-
54	0		276		110000000		110001080	230	-
55	0		345		112000000		112001100	234	0.621781
56	0		357		114000000		114001120	238	-
57	0		358		116000000		116001140	241	-
58	0		387		118000000		118001160	245	-
59	0		425		120000000		120001180	249	-
60	0		457		122000000		122001200	253	0.617002
61	0		491		124000000		124001220	256	-
62	0		500		126000000		126001240	260	-
63	0		492		128000000		128001260	264	-
64	0		530		130000000		130001280	268	-
65	0		541		132000000		132001300	272	0.612588
66	0		550		134000000		134001320	275	-
67	0		579		136000000		136001340	279	-
68	0		515		138000000		138001360	283	-
69	0		493		140000000		140001380	287	-
70	0		528		142000000		142001400	290	0.615634
71	0		527		144000000		144001420	294	-
72	0		483		146000000		146001440	298	-
73	0		503		148000000		148001460	302	-
74	0		493		150000000		150001480	305	-
75	0		474		152000000		152001500	309	0.618076
76	0		476		154000000		154001520	313	-
77	0		481		156000000		156001540	317	-
78	0		487		158000000		158001560	321	-
79	0		470		160000000		160001580	324	-
80	0		450		162000000		162001600	328	0.622092
81	0		455		164000000		164001620	332	-
82	0		420		166000000		166001640	336	-
83	0		399		168000000		168001660	339	-
84	0		420		170000000		170001680	343	-
85	0		412		172000000		172001700	347	0.629668
86	0		359		174000000		174001720	351	-
87	0		312		176000000		176001740	354	-
88	0		314		178000000		178001760	359	-
89	0		282		180000000		180001780	363	-
90	0		292		182000000		182001800	367	0.638631
91	0		295		184000000		184001820	370	-
92	0		301		186000000		186001840	374	-
93	0		295		188000000		188001860	378	-
94	0		302		190000000		190001880	382	-
95	0		285		192000000		192001900	385	0.650815
96	0		265		194000000		194001920	389	-
97	0		265		196000000		196001940	393	-
98	0		254		198000000		198001960	397	-
99	0		238		200000000		200001980	400	-
100	0		232		202000000		202002000	404	0.661255
101	0		226		204000000		204002020	408	-
102	0		174		206000000		206002040	412	-
103	0		189		208000000		208002060	415	-
104	0		195		210000000		210002080	419	-
105	0		222		212000000		212002100	423	0.672494
106	0		194		214000000		214002120	427	-
